lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl
flécher,flécher,flèche,flèches,flèche,fléchons,fléchez,flèchent,fléchais,fléchais,fléchait,fléchions,fléchiez,fléchaient,flécherai,flécheras,fléchera,flécherons,flécherez,flécheront,flécherais,flécherais,flécherait,flécherions,flécheriez,flécheraient,flèche,flèches,flèche,fléchions,fléchiez,flèchent,fléchai,fléchas,flécha,fléchâmes,fléchâtes,fléchèrent,fléchasse,fléchasses,fléchât,fléchassions,fléchassiez,fléchassent,flèche,fléchons,fléchez
fléchir,fléchir,fléchis,fléchis,fléchit,fléchissons,fléchissez,fléchissent,fléchissais,fléchissais,fléchissait,fléchissions,fléchissiez,fléchissaient,fléchirai,fléchiras,fléchira,fléchirons,fléchirez,fléchiront,fléchirais,fléchirais,fléchirait,fléchirions,fléchiriez,fléchiraient,fléchisse,fléchisses,fléchisse,fléchissions,fléchissiez,fléchissent,fléchis,fléchis,fléchit,fléchîmes,fléchîtes,fléchirent,fléchisse,fléchisses,fléchît,fléchissions,fléchissiez,fléchissent,fléchis,fléchissons,fléchissez
flemmarder,flemmarder,flemmarde,flemmardes,flemmarde,flemmardons,flemmardez,flemmardent,flemmardais,flemmardais,flemmardait,flemmardions,flemmardiez,flemmardaient,flemmarderai,flemmarderas,flemmardera,flemmarderons,flemmarderez,flemmarderont,flemmarderais,flemmarderais,flemmarderait,flemmarderions,flemmarderiez,flemmarderaient,flemmarde,flemmardes,flemmarde,flemmardions,flemmardiez,flemmardent,flemmardai,flemmardas,flemmarda,flemmardâmes,flemmardâtes,flemmardèrent,flemmardasse,flemmardasses,flemmardât,flemmardassions,flemmardassiez,flemmardassent,flemmarde,flemmardons,flemmardez
flemmer,flemmer,flemme,flemmes,flemme,flemmons,flemmez,flemment,flemmais,flemmais,flemmait,flemmions,flemmiez,flemmaient,flemmerai,flemmeras,flemmera,flemmerons,flemmerez,flemmeront,flemmerais,flemmerais,flemmerait,flemmerions,flemmeriez,flemmeraient,flemme,flemmes,flemme,flemmions,flemmiez,flemment,flemmai,flemmas,flemma,flemmâmes,flemmâtes,flemmèrent,flemmasse,flemmasses,flemmât,flemmassions,flemmassiez,flemmassent,flemme,flemmons,flemmez
flétrir,flétrir,flétris,flétris,flétrit,flétrissons,flétrissez,flétrissent,flétrissais,flétrissais,flétrissait,flétrissions,flétrissiez,flétrissaient,flétrirai,flétriras,flétrira,flétrirons,flétrirez,flétriront,flétrirais,flétrirais,flétrirait,flétririons,flétririez,flétriraient,flétrisse,flétrisses,flétrisse,flétrissions,flétrissiez,flétrissent,flétris,flétris,flétrit,flétrîmes,flétrîtes,flétrirent,flétrisse,flétrisses,flétrît,flétrissions,flétrissiez,flétrissent,flétris,flétrissons,flétrissez
fleurer,fleurer,fleure,fleures,fleure,fleurons,fleurez,fleurent,fleurais,fleurais,fleurait,fleurions,fleuriez,fleuraient,fleurerai,fleureras,fleurera,fleurerons,fleurerez,fleureront,fleurerais,fleurerais,fleurerait,fleurerions,fleureriez,fleureraient,fleure,fleures,fleure,fleurions,fleuriez,fleurent,fleurai,fleuras,fleura,fleurâmes,fleurâtes,fleurèrent,fleurasse,fleurasses,fleurât,fleurassions,fleurassiez,fleurassent,fleure,fleurons,fleurez
fleurir,fleurir,fleuris,fleuris,fleurit,fleurissons,fleurissez,fleurissent,fleurissais,fleurissais,fleurissait,fleurissions,fleurissiez,fleurissaient,fleurirai,fleuriras,fleurira,fleurirons,fleurirez,fleuriront,fleurirais,fleurirais,fleurirait,fleuririons,fleuririez,fleuriraient,fleurisse,fleurisses,fleurisse,fleurissions,fleurissiez,fleurissent,fleuris,fleuris,fleurit,fleurîmes,fleurîtes,fleurirent,fleurisse,fleurisses,fleurît,fleurissions,fleurissiez,fleurissent,fleuris,fleurissons,fleurissez
fleuronner,fleuronner,fleuronne,fleuronnes,fleuronne,fleuronnons,fleuronnez,fleuronnent,fleuronnais,fleuronnais,fleuronnait,fleuronnions,fleuronniez,fleuronnaient,fleuronnerai,fleuronneras,fleuronnera,fleuronnerons,fleuronnerez,fleuronneront,fleuronnerais,fleuronnerais,fleuronnerait,fleuronnerions,fleuronneriez,fleuronneraient,fleuronne,fleuronnes,fleuronne,fleuronnions,fleuronniez,fleuronnent,fleuronnai,fleuronnas,fleuronna,fleuronnâmes,fleuronnâtes,fleuronnèrent,fleuronnasse,fleuronnasses,fleuronnât,fleuronnassions,fleuronnassiez,fleuronnassent,fleuronne,fleuronnons,fleuronnez
flinguer,flinguer,flingue,flingues,flingue,flinguons,flinguez,flinguent,flinguais,flinguais,flinguait,flinguions,flinguiez,flinguaient,flinguerai,flingueras,flinguera,flinguerons,flinguerez,flingueront,flinguerais,flinguerais,flinguerait,flinguerions,flingueriez,flingueraient,flingue,flingues,flingue,flinguions,flinguiez,flinguent,flinguai,flinguas,flingua,flinguâmes,flinguâtes,flinguèrent,flinguasse,flinguasses,flinguât,flinguassions,flinguassiez,flinguassent,flingue,flinguons,flinguez
flipper,flipper,flippe,flippes,flippe,flippons,flippez,flippent,flippais,flippais,flippait,flippions,flippiez,flippaient,flipperai,flipperas,flippera,flipperons,flipperez,flipperont,flipperais,flipperais,flipperait,flipperions,flipperiez,flipperaient,flippe,flippes,flippe,flippions,flippiez,flippent,flippai,flippas,flippa,flippâmes,flippâtes,flippèrent,flippasse,flippasses,flippât,flippassions,flippassiez,flippassent,flippe,flippons,flippez
fliquer,fliquer,flique,fliques,flique,fliquons,fliquez,fliquent,fliquais,fliquais,fliquait,fliquions,fliquiez,fliquaient,fliquerai,fliqueras,fliquera,fliquerons,fliquerez,fliqueront,fliquerais,fliquerais,fliquerait,fliquerions,fliqueriez,fliqueraient,flique,fliques,flique,fliquions,fliquiez,fliquent,fliquai,fliquas,fliqua,fliquâmes,fliquâtes,fliquèrent,fliquasse,fliquasses,fliquât,fliquassions,fliquassiez,fliquassent,flique,fliquons,fliquez
flirter,flirter,flirte,flirtes,flirte,flirtons,flirtez,flirtent,flirtais,flirtais,flirtait,flirtions,flirtiez,flirtaient,flirterai,flirteras,flirtera,flirterons,flirterez,flirteront,flirterais,flirterais,flirterait,flirterions,flirteriez,flirteraient,flirte,flirtes,flirte,flirtions,flirtiez,flirtent,flirtai,flirtas,flirta,flirtâmes,flirtâtes,flirtèrent,flirtasse,flirtasses,flirtât,flirtassions,flirtassiez,flirtassent,flirte,flirtons,flirtez
flotter,flotter,flotte,flottes,flotte,flottons,flottez,flottent,flottais,flottais,flottait,flottions,flottiez,flottaient,flotterai,flotteras,flottera,flotterons,flotterez,flotteront,flotterais,flotterais,flotterait,flotterions,flotteriez,flotteraient,flotte,flottes,flotte,flottions,flottiez,flottent,flottai,flottas,flotta,flottâmes,flottâtes,flottèrent,flottasse,flottasses,flottât,flottassions,flottassiez,flottassent,flotte,flottons,flottez
flouer,flouer,floue,floues,floue,flouons,flouez,flouent,flouais,flouais,flouait,flouions,flouiez,flouaient,flouerai,floueras,flouera,flouerons,flouerez,floueront,flouerais,flouerais,flouerait,flouerions,floueriez,floueraient,floue,floues,floue,flouions,flouiez,flouent,flouai,flouas,floua,flouâmes,flouâtes,flouèrent,flouasse,flouasses,flouât,flouassions,flouassiez,flouassent,floue,flouons,flouez
fluctuer,fluctuer,fluctue,fluctues,fluctue,fluctuons,fluctuez,fluctuent,fluctuais,fluctuais,fluctuait,fluctuions,fluctuiez,fluctuaient,fluctuerai,fluctueras,fluctuera,fluctuerons,fluctuerez,fluctueront,fluctuerais,fluctuerais,fluctuerait,fluctuerions,fluctueriez,fluctueraient,fluctue,fluctues,fluctue,fluctuions,fluctuiez,fluctuent,fluctuai,fluctuas,fluctua,fluctuâmes,fluctuâtes,fluctuèrent,fluctuasse,fluctuasses,fluctuât,fluctuassions,fluctuassiez,fluctuassent,fluctue,fluctuons,fluctuez
fluidifier,fluidifier,fluidifie,fluidifies,fluidifie,fluidifions,fluidifiez,fluidifient,fluidifiais,fluidifiais,fluidifiait,fluidifiions,fluidifiiez,fluidifiaient,fluidifierai,fluidifieras,fluidifiera,fluidifierons,fluidifierez,fluidifieront,fluidifierais,fluidifierais,fluidifierait,fluidifierions,fluidifieriez,fluidifieraient,fluidifie,fluidifies,fluidifie,fluidifiions,fluidifiiez,fluidifient,fluidifiai,fluidifias,fluidifia,fluidifiâmes,fluidifiâtes,fluidifièrent,fluidifiasse,fluidifiasses,fluidifiât,fluidifiassions,fluidifiassiez,fluidifiassent,fluidifie,fluidifions,fluidifiez
flûter,flûter,flûte,flûtes,flûte,flûtons,flûtez,flûtent,flûtais,flûtais,flûtait,flûtions,flûtiez,flûtaient,flûterai,flûteras,flûtera,flûterons,flûterez,flûteront,flûterais,flûterais,flûterait,flûterions,flûteriez,flûteraient,flûte,flûtes,flûte,flûtions,flûtiez,flûtent,flûtai,flûtas,flûta,flûtâmes,flûtâtes,flûtèrent,flûtasse,flûtasses,flûtât,flûtassions,flûtassiez,flûtassent,flûte,flûtons,flûtez
focaliser,focaliser,focalise,focalises,focalise,focalisons,focalisez,focalisent,focalisais,focalisais,focalisait,focalisions,focalisiez,focalisaient,focaliserai,focaliseras,focalisera,focaliserons,focaliserez,focaliseront,focaliserais,focaliserais,focaliserait,focaliserions,focaliseriez,focaliseraient,focalise,focalises,focalise,focalisions,focalisiez,focalisent,focalisai,focalisas,focalisa,focalisâmes,focalisâtes,focalisèrent,focalisasse,focalisasses,focalisât,focalisassions,focalisassiez,focalisassent,focalise,focalisons,focalisez
foirer,foirer,foire,foires,foire,foirons,foirez,foirent,foirais,foirais,foirait,foirions,foiriez,foiraient,foirerai,foireras,foirera,foirerons,foirerez,foireront,foirerais,foirerais,foirerait,foirerions,foireriez,foireraient,foire,foires,foire,foirions,foiriez,foirent,foirai,foiras,foira,foirâmes,foirâtes,foirèrent,foirasse,foirasses,foirât,foirassions,foirassiez,foirassent,foire,foirons,foirez
foisonner,foisonner,foisonne,foisonnes,foisonne,foisonnons,foisonnez,foisonnent,foisonnais,foisonnais,foisonnait,foisonnions,foisonniez,foisonnaient,foisonnerai,foisonneras,foisonnera,foisonnerons,foisonnerez,foisonneront,foisonnerais,foisonnerais,foisonnerait,foisonnerions,foisonneriez,foisonneraient,foisonne,foisonnes,foisonne,foisonnions,foisonniez,foisonnent,foisonnai,foisonnas,foisonna,foisonnâmes,foisonnâtes,foisonnèrent,foisonnasse,foisonnasses,foisonnât,foisonnassions,foisonnassiez,foisonnassent,foisonne,foisonnons,foisonnez
folâtrer,folâtrer,folâtre,folâtres,folâtre,folâtrons,folâtrez,folâtrent,folâtrais,folâtrais,folâtrait,folâtrions,folâtriez,folâtraient,folâtrerai,folâtreras,folâtrera,folâtrerons,folâtrerez,folâtreront,folâtrerais,folâtrerais,folâtrerait,folâtrerions,folâtreriez,folâtreraient,folâtre,folâtres,folâtre,folâtrions,folâtriez,folâtrent,folâtrai,folâtras,folâtra,folâtrâmes,folâtrâtes,folâtrèrent,folâtrasse,folâtrasses,folâtrât,folâtrassions,folâtrassiez,folâtrassent,folâtre,folâtrons,folâtrez
fomenter,fomenter,fomente,fomentes,fomente,fomentons,fomentez,fomentent,fomentais,fomentais,fomentait,fomentions,fomentiez,fomentaient,fomenterai,fomenteras,fomentera,fomenterons,fomenterez,fomenteront,fomenterais,fomenterais,fomenterait,fomenterions,fomenteriez,fomenteraient,fomente,fomentes,fomente,fomentions,fomentiez,fomentent,fomentai,fomentas,fomenta,fomentâmes,fomentâtes,fomentèrent,fomentasse,fomentasses,fomentât,fomentassions,fomentassiez,fomentassent,fomente,fomentons,fomentez
foncer,foncer,fonce,fonces,fonce,fonçons,foncez,foncent,fonçais,fonçais,fonçait,foncions,fonciez,fonçaient,foncerai,fonceras,foncera,foncerons,foncerez,fonceront,foncerais,foncerais,foncerait,foncerions,fonceriez,fonceraient,fonce,fonces,fonce,foncions,fonciez,foncent,fonçai,fonças,fonça,fonçâmes,fonçâtes,foncèrent,fonçasse,fonçasses,fonçât,fonçassions,fonçassiez,fonçassent,fonce,fonçons,foncez
fonctionner,fonctionner,fonctionne,fonctionnes,fonctionne,fonctionnons,fonctionnez,fonctionnent,fonctionnais,fonctionnais,fonctionnait,fonctionnions,fonctionniez,fonctionnaient,fonctionnerai,fonctionneras,fonctionnera,fonctionnerons,fonctionnerez,fonctionneront,fonctionnerais,fonctionnerais,fonctionnerait,fonctionnerions,fonctionneriez,fonctionneraient,fonctionne,fonctionnes,fonctionne,fonctionnions,fonctionniez,fonctionnent,fonctionnai,fonctionnas,fonctionna,fonctionnâmes,fonctionnâtes,fonctionnèrent,fonctionnasse,fonctionnasses,fonctionnât,fonctionnassions,fonctionnassiez,fonctionnassent,fonctionne,fonctionnons,fonctionnez
fonder,fonder,fonde,fondes,fonde,fondons,fondez,fondent,fondais,fondais,fondait,fondions,fondiez,fondaient,fonderai,fonderas,fondera,fonderons,fonderez,fonderont,fonderais,fonderais,fonderait,fonderions,fonderiez,fonderaient,fonde,fondes,fonde,fondions,fondiez,fondent,fondai,fondas,fonda,fondâmes,fondâtes,fondèrent,fondasse,fondasses,fondât,fondassions,fondassiez,fondassent,fonde,fondons,fondez
fondre,fondre,fonds,fonds,fond,fondons,fondez,fondent,fondais,fondais,fondait,fondions,fondiez,fondaient,fondrai,fondras,fondra,fondrons,fondrez,fondront,fondrais,fondrais,fondrait,fondrions,fondriez,fondraient,fonde,fondes,fonde,fondions,fondiez,fondent,fondis,fondis,fondit,fondîmes,fondîtes,fondirent,fondisse,fondisses,fondît,fondissions,fondissiez,fondissent,fonds,fondons,fondez
forcer,forcer,force,forces,force,forçons,forcez,forcent,forçais,forçais,forçait,forcions,forciez,forçaient,forcerai,forceras,forcera,forcerons,forcerez,forceront,forcerais,forcerais,forcerait,forcerions,forceriez,forceraient,force,forces,force,forcions,forciez,forcent,forçai,forças,força,forçâmes,forçâtes,forcèrent,forçasse,forçasses,forçât,forçassions,forçassiez,forçassent,force,forçons,forcez
forcir,forcir,forcis,forcis,forcit,forcissons,forcissez,forcissent,forcissais,forcissais,forcissait,forcissions,forcissiez,forcissaient,forcirai,forciras,forcira,forcirons,forcirez,forciront,forcirais,forcirais,forcirait,forcirions,forciriez,forciraient,forcisse,forcisses,forcisse,forcissions,forcissiez,forcissent,forcis,forcis,forcit,forcîmes,forcîtes,forcirent,forcisse,forcisses,forcît,forcissions,forcissiez,forcissent,forcis,forcissons,forcissez
forer,forer,fore,fores,fore,forons,forez,forent,forais,forais,forait,forions,foriez,foraient,forerai,foreras,forera,forerons,forerez,foreront,forerais,forerais,forerait,forerions,foreriez,foreraient,fore,fores,fore,forions,foriez,forent,forai,foras,fora,forâmes,forâtes,forèrent,forasse,forasses,forât,forassions,forassiez,forassent,fore,forons,forez
forfaire,forfaire,forfais,forfais,forfait,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk
forger,forger,forge,forges,forge,forgeons,forgez,forgent,forgeais,forgeais,forgeait,forgions,forgiez,forgeaient,forgerai,forgeras,forgera,forgerons,forgerez,forgeront,forgerais,forgerais,forgerait,forgerions,forgeriez,forgeraient,forge,forges,forge,forgions,forgiez,forgent,forgeai,forgeas,forgea,forgeâmes,forgeâtes,forgèrent,forgeasse,forgeasses,forgeât,forgeassions,forgeassiez,forgeassent,forge,forgeons,forgez
forlonger,forlonger,forlonge,forlonges,forlonge,forlongeons,forlongez,forlongent,forlongeais,forlongeais,forlongeait,forlongions,forlongiez,forlongeaient,forlongerai,forlongeras,forlongera,forlongerons,forlongerez,forlongeront,forlongerais,forlongerais,forlongerait,forlongerions,forlongeriez,forlongeraient,forlonge,forlonges,forlonge,forlongions,forlongiez,forlongent,forlongeai,forlongeas,forlongea,forlongeâmes,forlongeâtes,forlongèrent,forlongeasse,forlongeasses,forlongeât,forlongeassions,forlongeassiez,forlongeassent,forlonge,forlongeons,forlongez
formaliser,formaliser,formalise,formalises,formalise,formalisons,formalisez,formalisent,formalisais,formalisais,formalisait,formalisions,formalisiez,formalisaient,formaliserai,formaliseras,formalisera,formaliserons,formaliserez,formaliseront,formaliserais,formaliserais,formaliserait,formaliserions,formaliseriez,formaliseraient,formalise,formalises,formalise,formalisions,formalisiez,formalisent,formalisai,formalisas,formalisa,formalisâmes,formalisâtes,formalisèrent,formalisasse,formalisasses,formalisât,formalisassions,formalisassiez,formalisassent,formalise,formalisons,formalisez
formater,formater,formate,formates,formate,formatons,formatez,formatent,formatais,formatais,formatait,formations,formatiez,formataient,formaterai,formateras,formatera,formaterons,formaterez,formateront,formaterais,formaterais,formaterait,formaterions,formateriez,formateraient,formate,formates,formate,formations,formatiez,formatent,formatai,formatas,formata,formatâmes,formatâtes,formatèrent,formatasse,formatasses,formatât,formatassions,formatassiez,formatassent,formate,formatons,formatez
former,former,forme,formes,forme,formons,formez,forment,formais,formais,formait,formions,formiez,formaient,formerai,formeras,formera,formerons,formerez,formeront,formerais,formerais,formerait,formerions,formeriez,formeraient,forme,formes,forme,formions,formiez,forment,formai,formas,forma,formâmes,formâtes,formèrent,formasse,formasses,formât,formassions,formassiez,formassent,forme,formons,formez
formuler,formuler,formule,formules,formule,formulons,formulez,formulent,formulais,formulais,formulait,formulions,formuliez,formulaient,formulerai,formuleras,formulera,formulerons,formulerez,formuleront,formulerais,formulerais,formulerait,formulerions,formuleriez,formuleraient,formule,formules,formule,formulions,formuliez,formulent,formulai,formulas,formula,formulâmes,formulâtes,formulèrent,formulasse,formulasses,formulât,formulassions,formulassiez,formulassent,formule,formulons,formulez
forniquer,forniquer,fornique,forniques,fornique,forniquons,forniquez,forniquent,forniquais,forniquais,forniquait,forniquions,forniquiez,forniquaient,forniquerai,forniqueras,forniquera,forniquerons,forniquerez,forniqueront,forniquerais,forniquerais,forniquerait,forniquerions,forniqueriez,forniqueraient,fornique,forniques,fornique,forniquions,forniquiez,forniquent,forniquai,forniquas,forniqua,forniquâmes,forniquâtes,forniquèrent,forniquasse,forniquasses,forniquât,forniquassions,forniquassiez,forniquassent,fornique,forniquons,forniquez
fortifier,fortifier,fortifie,fortifies,fortifie,fortifions,fortifiez,fortifient,fortifiais,fortifiais,fortifiait,fortifiions,fortifiiez,fortifiaient,fortifierai,fortifieras,fortifiera,fortifierons,fortifierez,fortifieront,fortifierais,fortifierais,fortifierait,fortifierions,fortifieriez,fortifieraient,fortifie,fortifies,fortifie,fortifiions,fortifiiez,fortifient,fortifiai,fortifias,fortifia,fortifiâmes,fortifiâtes,fortifièrent,fortifiasse,fortifiasses,fortifiât,fortifiassions,fortifiassiez,fortifiassent,fortifie,fortifions,fortifiez
